1,564,5
1,426,5
1,1,5
2,9,5
2,403,5
2,10,1
2,5,5
2,598,5
3,1,5
3,7,5
3,10,5
4,1,5
5,359,5
5,10,5
5,245,4
5,401,5
5,5,5
6,1,5
6,10,5
6,366,5
7,1,5
7,5,5
7,10,1
8,276,5
8,412,5
8,434,5
8,419,5
8,413,5
8,405,1
8,569,5
8,401,5
8,1,5
8,391,5
8,419,5
8,382,5
8,368,5
8,412,5
8,401,5
9,361,1
9,357,5
9,548,1
9,419,5
9,428,5
9,389,5
9,366,5
9,598,5
9,1,5
9,401,5
9,412,1
9,397,5
9,397,5
10,366,5
10,10,1
11,1,5
11,12,5
11,360,5
12,323,5
12,358,5
12,12,5
12,389,5
13,1,5
14,412,4
14,415,5
14,585,5
14,1,5
15,334,5
15,420,5
15,366,5
15,397,5
15,401,4
15,1,5
15,426,5
15,317,5
15,223,5
15,401,5
15,400,5
15,415,5
15,569,5
15,393,5
15,389,5
15,386,5
15,426,4
15,402,5
16,8,5
16,366,5
16,616,5
17,400,5
17,397,5
17,420,5
17,426,5
17,398,5
17,154,5
17,145,5
17,238,5
17,389,5
17,401,5
17,392,5
17,401,5
17,426,5
17,305,5
17,351,5
17,238,5
17,305,5
17,333,5
17,177,5
17,10,5
17,133,5
17,329,4
17,245,5
17,147,5
17,326,5
17,401,5
17,412,5
17,415,5
17,137,5
18,1,5
19,322,4
19,360,1
19,426,5
19,7,5
20,1,5
20,388,5
20,436,5
21,1,5
22,1,4
23,1,1
23,8,2
24,2,5
25,2,5
25,200,5
26,382,5
26,394,5
26,401,5
26,2,5
26,398,5
27,2,5
28,2,5
29,434,5
29,392,5
29,401,5
29,415,5
29,2,5
29,435,5
30,400,5
30,305,5
30,334,5
30,360,5
30,405,5
30,222,5
30,559,5
30,574,5
30,398,5
30,363,5
30,405,5
30,398,3
30,375,5
30,574,5
30,334,5
30,286,5
30,366,5
30,401,5
30,574,5
30,366,5
30,222,5
30,585,5
30,405,5
30,305,5
30,405,5
30,368,5
30,401,5
30,305,5
30,394,3
30,358,5
30,435,5
30,305,5
30,574,5
30,245,3
30,382,5
30,250,5
30,358,5
30,276,5
30,181,5
30,160,5
30,394,5
30,245,5
30,245,5
30,543,5
30,382,5
30,401,4
30,574,5
30,305,5
30,426,1
30,412,5
30,419,5
30,574,3
30,412,5
30,397,5
30,393,5
30,401,5
30,303,5
30,612,5
30,222,5
30,428,5
30,133,5
30,222,5
30,419,5
30,373,4
30,574,5
30,391,4
30,401,4
30,401,5
30,382,5
30,203,5
30,105,5
30,2,5
30,586,5
30,401,4
30,401,5
30,405,5
30,394,5
30,434,5
30,394,4
30,420,5
30,429,5
30,435,5
30,375,5
30,203,5
30,360,5
30,59,4
30,305,3
30,294,5
30,426,5
30,434,5
30,426,5
30,545,5
30,238,5
30,382,5
30,368,5
30,574,4
30,586,4
30,426,5
30,317,5
30,305,5
30,385,5
30,382,5
30,261,5
30,574,5
30,586,5
30,252,5
30,245,5
30,543,5
30,435,5
30,397,5
30,545,5
30,419,5
30,347,5
30,415,5
30,553,5
30,419,5
30,595,4
30,203,5
30,360,5
30,574,5
30,564,5
30,281,5
30,405,5
30,222,5
30,585,4
30,128,5
30,397,4
30,419,5
30,400,5
30,585,5
30,415,5
30,582,5
30,394,5
30,401,1
30,305,5
30,370,5
30,238,5
30,400,5
30,364,5
30,419,5
30,150,5
30,200,5
30,545,5
30,203,5
30,401,5
30,543,5
30,363,4
30,323,5
30,276,5
30,415,4
30,428,5
30,303,5
30,203,5
30,361,5
30,347,5
30,333,5
30,421,5
30,398,5
30,382,5
30,415,1
30,360,1
30,303,5
30,175,5
30,415,5
30,400,5
30,360,5
30,366,5
30,361,4
30,419,5
30,366,5
30,415,5
30,394,5
30,217,5
30,574,5
30,206,5
30,317,5
30,401,3
30,434,5
30,393,5
30,397,5
30,294,5
30,403,5
30,236,5
30,217,5
30,53,5
30,363,5
30,402,5
30,401,5
30,389,4
30,574,5
30,389,5
30,401,5
30,363,5
30,426,5
30,397,5
30,334,5
30,353,5
30,389,5
30,574,5
30,405,5
30,303,5
30,360,5
30,419,5
30,363,5
30,563,5
30,341,5
30,398,5
30,419,5
30,245,2
30,434,1
30,435,5
30,358,5
30,203,5
30,306,5
30,586,4
30,574,5
30,382,5
30,166,5
30,405,5
30,166,5
30,245,5
30,368,5
30,334,5
30,434,5
30,429,5
30,398,5
30,385,5
30,415,5
30,574,5
30,368,5
30,543,5
30,394,5
30,368,5
30,574,3
30,435,5
30,401,5
30,627,5
30,389,5
30,278,5
30,166,5
30,596,5
30,86,5
30,361,5
30,585,5
30,632,5
31,368,5
31,543,5
31,389,5
31,574,5
31,574,5
31,543,5
31,420,5
31,420,5
31,361,5
32,222,5
32,405,5
32,415,5
32,426,5
32,2,5
32,401,5
32,303,5
33,2,5
33,12,5
34,2,5
35,2,5
36,2,5
37,2,5
38,2,5
39,2,5
39,402,5
40,2,5
40,222,5
40,389,5
40,401,5
40,318,5
41,289,5
41,389,5
42,2,5
42,222,5
42,385,5
43,203,5
43,2,5
43,574,5
43,435,5
43,574,5
44,2,5
44,12,5
44,358,5
45,2,5
45,401,5
46,2,5
47,2,4
48,2,2
49,2,4
50,222,5
50,303,5
50,368,5
50,368,5
50,421,5
50,334,5
50,4,5
50,404,5
50,322,5
50,142,5
50,426,5
50,375,5
50,349,5
50,360,5
51,4,1
52,563,5
52,573,5
52,543,5
52,567,5
52,562,5
52,578,5
52,543,5
52,542,5
52,4,5
52,564,5
52,543,5
53,4,5
54,305,5
54,594,5
55,4,5
56,4,5
57,4,5
58,4,5
59,4,5
59,10,5
59,386,5
60,4,1
61,382,5
61,4,1
62,4,4
63,4,4
64,598,5
64,405,5
64,392,5
64,412,5
64,574,5
64,389,5
64,217,5
64,389,5
64,434,5
64,261,5
64,347,5
64,255,3
64,574,5
64,401,5
64,578,5
64,334,5
64,360,5
64,246,5
64,397,4
64,598,5
64,202,5
64,397,5
64,368,5
64,402,5
64,434,1
64,363,5
64,574,5
64,374,5
64,419,5
64,398,5
64,574,5
64,419,5
64,398,5
64,574,5
64,426,4
64,426,4
64,398,5
64,363,4
64,559,5
64,291,5
64,398,5
64,389,5
64,401,5
64,211,5
64,419,4
64,574,5
64,412,5
64,401,5
64,401,5
64,394,5
64,405,5
64,291,5
64,389,5
64,574,5
64,303,5
64,358,4
64,363,5
64,303,5
64,401,4
64,598,5
64,398,5
64,363,5
64,388,5
64,363,5
64,305,5
64,305,5
64,363,5
64,574,5
64,334,5
64,188,5
64,420,5
64,305,5
64,542,5
64,391,5
64,585,5
64,403,5
64,543,5
64,574,5
64,397,5
64,69,5
64,401,5
64,333,4
64,303,5
64,397,4
64,386,5
64,347,5
64,359,5
64,368,5
64,294,5
64,320,5
64,426,4
64,403,5
64,368,5
64,419,5
64,428,5
64,415,5
64,397,5
64,429,5
64,401,5
64,405,5
64,389,5
64,574,5
64,181,5
64,393,5
64,436,5
64,543,5
64,612,5
64,212,5
64,401,5
64,389,5
64,415,1
64,392,2
64,363,5
64,389,5
64,397,5
64,434,5
64,574,5
64,405,4
64,181,5
64,389,5
64,349,5
64,240,5
64,543,5
64,397,5
64,394,5
64,401,5
64,364,5
64,217,4
64,218,4
64,393,5
64,271,5
64,405,5
64,403,4
64,287,5
64,555,5
64,415,5
64,238,5
64,401,5
64,334,5
64,351,5
64,368,5
64,337,5
64,360,5
64,238,4
64,368,5
64,415,5
64,375,4
64,415,5
64,420,5
64,370,5
64,405,5
64,574,5
64,309,5
64,391,5
64,287,5
64,382,5
64,352,5
64,574,5
64,128,5
64,397,5
64,574,5
64,574,5
64,598,5
64,401,5
64,415,4
64,420,4
64,419,3
64,358,5
64,400,5
64,419,5
64,419,5
64,435,5
64,356,5
64,294,5
64,267,5
64,426,5
64,543,5
64,286,5
64,305,5
64,337,5
64,401,5
64,574,5
64,401,5
64,420,5
64,415,5
64,401,5
64,385,5
64,574,5
64,359,4
64,586,5
64,428,5
64,405,5
64,394,5
64,401,5
64,546,5
64,382,5
64,397,5
64,391,5
64,271,5
64,397,4
64,393,5
64,257,5
64,401,4
64,245,5
65,627,5
65,217,5
65,287,4
65,574,5
65,612,5
65,404,5
65,394,5
65,574,5
65,415,5
65,250,1
65,574,5
65,360,5
65,574,5
65,415,5
65,401,5
65,398,5
65,305,5
65,360,1
65,353,5
65,574,5
65,401,5
65,303,4
65,574,5
65,334,5
65,294,5
65,574,5
65,360,5
65,134,5
65,250,5
65,366,5
65,203,5
65,217,4
65,426,1
65,366,5
65,412,5
65,368,5
65,366,5
65,329,5
65,574,5
65,360,1
65,353,3
65,360,1
65,257,5
65,573,5
65,400,5
65,401,4
65,4,1
65,389,5
65,574,5
65,10,5
65,434,5
65,350,5
65,401,5
65,311,5
65,238,4
65,585,5
66,4,1
67,385,5
67,219,5
67,400,5
67,389,5
67,412,5
68,4,4
68,12,4
69,4,1
70,419,5
70,4,3
70,401,5
70,389,5
70,322,5
70,322,5
70,415,5
71,435,5
71,294,4
71,397,5
71,222,5
71,4,1
71,322,4
71,382,5
72,4,3
73,4,3
74,5,5
